Track Number,Popularity,Danceability
3,69,0.537
4,0,0.575
9,77,0.587
1,69,0.893
5,53,0.525
17,0,0.267
1,55,0.962
7,0,0.529
2,1,0.729
6,59,0.77
13,82,0.656
12,0,0.467
2,0,0.837
3,0,0.43
15,0,0.7
8,0,0.476
2,73,0.55
6,0,0.77
2,0,0.461
11,0,0.318
4,0,0.548
2,0,0.69
17,0,0.743
5,0,0.764
4,0,0.646
4,64,0.58
14,0,0.308
4,0,0.662
6,64,0.449
8,33,0.713
9,57,0.597
10,0,0.485
1,27,0.68
2,64,0.73
2,0,0.901
1,29,0.669
4,68,0.721
13,46,0.544
4,31,0.58
1,0,0.574
4,0,0.842
25,24,0.334
8,75,0.476
6,0,0.449
1,33,0.711
2,36,0.431
4,51,0.383
6,39,0.562
5,0,0.802
2,40,0.73
2,0,0.642
9,37,0.406
1,0,0.8
6,49,0.723
1,53,0.664
4,0,0.794
1,0,0.544
5,50,0.843
1,30,0.49
1,48,0.206
4,71,0.685
12,32,0.562
9,24,0.707
3,74,0.926
2,72,0.856
1,70,0.676
1,71,0.577
1,42,0.818
5,28,0.687
4,44,0.234
6,63,0.567
1,64,0.814
2,65,0.878
3,48,0.373
6,0,0.836
5,0,0.52
13,0,0.94
14,0,0.646
20,51,0.845
4,51,0.755
3,49,0.451
9,13,0.579
6,32,0.666
12,20,0.475
1,32,0.445
8,47,0.565
4,0,0.453
5,69,0.651
8,54,0.773
1,60,0.507
2,71,0.421
11,59,0.208
1,54,0.788
5,67,0.803
4,24,0.477
2,78,0.944
5,71,0.8
1,51,0.74
4,43,0.563
2,0,0.539
1,77,0.656
1,27,0.417
1,83,0.38
7,80,0.546
13,25,0.357
9,0,0.644
6,0,0.866
3,0,0.6
4,27,0.783
3,57,0.607
1,79,0.597
2,0,0.523
1,0,0.734
4,81,0.706
6,27,0.464
5,73,0.416
1,30,0.412
2,32,0.735
5,50,0.504
14,19,0.509
10,56,0.609
1,25,0.478
10,23,0.778
5,3,0.857
1,63,0.734
11,58,0.496
12,63,0.7
2,63,0.899
3,46,0.519
4,0,0.51
5,55,0.552
2,0,0.351
1,20,0.568
6,56,0.64
4,60,0.655
3,0,0.37
5,63,0.91
2,28,0.701
1,89,0.448
8,0,0.447
8,0,0.474
1,22,0.645
1,53,0.834
14,24,0.637
2,54,0.67
3,38,0.488
8,17,0.66
4,22,0.531
3,19,0.715
1,68,0.677
3,0,0.562
3,70,0.562
11,19,0.645
6,50,0.844
4,22,0.71
7,68,0.817
6,75,0.796
5,73,0.845
2,86,0.894
2,63,0.805
2,74,0.686
13,75,0.862
13,53,0.338
5,28,0.508
3,33,0.57
21,35,0.551
11,57,0.659
4,57,0.589
1,11,0.381
9,14,0.543
7,61,0.549
1,57,0.85
7,44,0.623
1,0,0.895
4,52,0.643
1,64,0.668
1,58,0.925
1,67,0.446
2,76,0.662
3,65,0.548
4,72,0.583
11,37,0.69
3,0,0.663
8,71,0.384
12,0,0.883
7,0,0.609
12,60,0.356
4,0,0.533
7,31,0.606
5,59,0.766
1,0,0.135
3,58,0.653
1,0,0.595
1,0,0.558
1,0,0.534
2,0,0.599
16,0,0.61
1,55,0.94
7,0,0.689
21,32,0.543
1,44,0.654
1,29,0.868
5,33,0.509
1,59,0.392
10,38,0.443
9,0,0.75
3,0,0.892
6,0,0.848
7,46,0.431
10,51,0.452
8,45,0.469
2,0,0.794
1,53,0.738
11,30,0.153
1,33,0.97
7,70,0.46
5,47,0.562
8,1,0.629
1,41,0.755
8,9,0.382
2,0,0.505
8,0,0.381
2,62,0.797
1,63,0.656
4,44,0.519
4,45,0.533
1,40,0.75
1,50,0.785
2,52,0.724
8,85,0.472
4,69,0.704
10,0,0.634
5,29,0.778
2,68,0.97
3,71,0.881
1,24,0.632
10,51,0.669
2,65,0.883
7,55,0.571
5,74,0.663
3,0,0.653
14,34,0.558
2,0,0.578
10,46,0.355
1,0,0.636
6,86,0.774
1,62,0.804
12,69,0.398
1,37,0.772
15,67,0.582
10,0,0.571
3,0,0.423
1,8,0.394
18,0,0.852
6,28,0.554
3,33,0.577
6,0,0.671
3,0,0.423
6,38,0.486
5,54,0.716
2,18,0.61
7,17,0.494
12,16,0.687
7,27,0.432
4,0,0.332
9,24,0.646
6,14,0.679
8,19,0.564
1,0,0.824
13,0,0.558
1,0,0.575
30,43,0.583
1,0,0.748
1,39,0.48
2,47,0.656
1,60,0.512
1,32,0.883
11,42,0.519
10,0,0.763
9,0,0.719
7,64,0.544
5,54,0.51
5,0,0.871
3,74,0.455
2,80,0.613
9,52,0.53
4,67,0.398
4,39,0.683
3,23,0.744
1,74,0.851
3,28,0.685
15,0,0.722
11,54,0.369
3,57,0.725
5,55,0.386
4,73,0.442
3,52,0.401
6,45,0.56
3,47,0.63
15,0,0.445
1,4,0.801
3,72,0.655
1,82,0.646
2,70,0.588
6,54,0.696
5,73,0.8
1,61,0.454
3,0,0.718
1,36,0.368
1,69,0.793
21,6,0.5
8,50,0.742
3,65,0.776
3,45,0.842
13,7,0.394
1,0,0.745
1,7,0.75
1,0,0.726
2,51,0.742
5,58,0.765
13,88,0.496
8,1,0.301
3,78,0.451
2,72,0.6
9,70,0.579
3,41,0.489
1,53,0.542
6,39,0.74
2,42,0.553
5,56,0.581
14,52,0.583
24,0,0.57
4,56,0.466
3,0,0.768
7,47,0.552
3,0,0.652
11,82,0.712
5,86,0.899
14,78,0.646
5,67,0.646
20,71,0.546
4,23,0.814
7,24,0.545
14,47,0.498
4,39,0.725
1,40,0.782
16,46,0.446
15,73,0.575
1,55,0.703
20,56,0.81
19,65,0.727
2,50,0.815
18,0,0.715
8,3,0.571
6,0,0.531
9,0,0.58
8,59,0.435
3,0,0.597
1,77,0.478
1,0,0.662
1,37,0.547
2,61,0.712
13,64,0.859
4,0,0.751
2,54,0.452
9,65,0.765
17,0,0.555
2,0,0.86
12,0,0.531
10,0,0.79
4,0,0.886
5,14,0.504
2,34,0.821
3,50,0.638
4,72,0.866
2,59,0.58
4,0,0.86
8,19,0.69
13,0,0.448
7,36,0.405
5,0,0.475
1,57,0.377
1,66,0.612
25,74,0.682
5,0,0.81
2,0,0.366
2,59,0.366
1,0,0.505
1,47,0.591
2,63,0.843
15,0,0.587
13,55,0.49
12,62,0.81
1,0,0.836
5,60,0.282
5,0,0.282
2,0,0.312
4,0,0.204
1,52,0.394
4,52,0.558
7,0,0.522
5,0,0.569
4,0,0.303
3,78,0.774
3,77,0.486
1,44,0.627
1,46,0.622
2,0,0.538
12,75,0.648
3,41,0.192
13,50,0.846
12,58,0.563
6,12,0.537
6,58,0.699
2,51,0.836
7,65,0.844
5,81,0.614
6,80,0.557
5,16,0.735
6,0,0.551
4,74,0.759
10,63,0.604
4,73,0.884
3,36,0.641
6,80,0.892
1,70,0.841
2,65,0.853
5,78,0.624
2,0,0.591
13,0,0.367
4,72,0.957
1,47,0.7
9,24,0.241
5,25,0.505
1,52,0.649
2,59,0.736
6,40,0.786
2,77,0.494
3,73,0.62
4,60,0.439
17,48,0.647
14,47,0.649
30,44,0.462
19,56,0.661
23,59,0.838
31,60,0.59
2,0,0.447
1,68,0.852
1,0,0.584
7,45,0.74
5,22,0.859
6,32,0.723
3,0,0.487
5,12,0.386
3,69,0.611
5,86,0.577
2,78,0.424
4,88,0.557
4,0,0.568
1,0,0.587
2,43,0.318
11,28,0.431
8,33,0.366
10,0,0.379
4,70,0.435
2,64,0.859
16,71,0.64
9,48,0.658
11,73,0.456
1,48,0.662
1,20,0.35
3,53,0.396
2,21,0.443
2,64,0.558
1,79,0.451
7,85,0.618
6,55,0.717
10,81,0.727
4,0,0.524
3,80,0.956
3,0,0.955
2,0,0.714
8,13,0.462
10,0,0.73
1,0,0.661
4,48,0.38
2,0,0.582
5,67,0.799
2,83,0.585
3,80,0.487
1,0,0.597
1,0,0.607
1,51,0.549
2,21,0.625
3,0,0.905
10,91,0.908
4,0,0.908
12,0,0.672
15,31,0.544
17,33,0.432
20,36,0.388
1,49,0.347
3,0,0.559
3,80,0.56
2,57,0.711
23,19,0.468
12,0,0.494
2,0,0.665
7,17,0.806
4,0,0.466
3,0,0.747
7,73,0.429
1,6,0.732
5,76,0.436
4,68,0.441
17,50,0.7
9,47,0.686
3,63,0.513
7,18,0.683
16,43,0.73
1,51,0.634
4,44,0.594
9,47,0.375
7,47,0.657
1,66,0.829
4,49,0.74
3,0,0.735
2,0,0.423
16,0,0.796
3,70,0.442
2,0,0.796
1,38,0.815
4,47,0.869
3,64,0.769
6,0,0.658
5,0,0.657
11,35,0.662
2,22,0.747
5,0,0.48
17,48,0.612
10,69,0.739
15,0,0.674
6,0,0.77
1,24,0.472
5,50,0.343
17,0,0.611
2,49,0.765
2,0,0.722
14,56,0.866
1,50,0.579
6,0,0.5
5,56,0.786
8,0,0.658
5,30,0.438
1,0,0.518
1,64,0.734
2,55,0.796
1,0,0.56
3,38,0.893
4,0,0.825
2,0,0.665
3,31,0.678
3,61,0.74
1,20,0.471
3,0,0.723
19,0,0.742
15,66,0.674
6,54,0.517
7,0,0.687
5,57,0.47
14,41,0.716
1,28,0.505
9,0,0.49
1,0,0.735
1,73,0.624
2,0,0.776
5,0,0.729
3,0,0.705
2,48,0.789
14,0,0.446
3,69,0.654
2,0,0.544
4,0,0.806
7,0,0.761
3,0,0.686
2,69,0.616
10,0,0.82
1,59,0.602
15,50,0.475
18,38,0.551
19,35,0.728
3,83,0.794
2,0,0.641
4,0,0.649
17,69,0.488
10,12,0.805
7,60,0.709
4,63,0.534
1,73,0.847
4,16,0.485
11,42,0.347
10,13,0.673
2,14,0.711
4,15,0.742
13,28,0.414
9,12,0.527
3,0,0.873
5,0,0.838
2,75,0.491
9,45,0.188
1,0,0.683
4,26,0.721
1,49,0.631
2,45,0.739
1,68,0.334
3,67,0.696
5,38,0.566
5,54,0.851
3,62,0.766
8,50,0.689
8,14,0.521
2,17,0.731
10,76,0.671
3,71,0.365
13,0,0.921
2,2,0.45
1,1,0.274
1,15,0.691
1,0,0.228
1,0,0.636
10,0,0.514
2,35,0.402
1,58,0.592
10,49,0.614
2,83,0.446
4,64,0.598
2,69,0.76
2,0,0.878
3,38,0.438
3,67,0.639
2,81,0.911
2,0,0.914
15,33,0.223
16,47,0.192
6,50,0.73
4,45,0.618
3,55,0.608
4,77,0.647
1,65,0.668
2,61,0.901
2,75,0.657
5,75,0.816
4,22,0.5
7,42,0.707
3,64,0.499
1,70,0.523
6,35,0.496
7,78,0.624
4,53,0.745
4,69,0.778
3,85,0.643
6,65,0.473
2,65,0.742
4,41,0.423
2,70,0.596
2,0,0.67
3,0,0.655
4,52,0.652
9,0,0.604
2,62,0.675
1,15,0.699
4,78,0.652
3,57,0.59
4,0,0.654
11,31,0.525
10,64,0.637
1,0,0.709
12,0,0.748
1,70,0.73
4,42,0.753
3,68,0.84
2,74,0.514
3,53,0.752
1,44,0.7
1,43,0.503
6,27,0.742
4,71,0.562
6,0,0.483
8,0,0.297
3,82,0.481
11,66,0.815
5,79,0.663
1,60,0.737
1,80,0.613
1,0,0.54
2,0,0.445
6,72,0.628
1,20,0.694
3,59,0.775
1,71,0.786
2,49,0.875
1,0,0.777
2,72,0.667
10,47,0.74
5,52,0.839
1,57,0.444
14,51,0.553
4,78,0.908
4,74,0.528
15,0,0.511
11,53,0.645
6,0,0.474
2,23,0.532
3,57,0.569
19,56,0.852
13,69,0.872
15,0,0.732
6,0,0.626
3,63,0.51
2,0,0.604
4,53,0.563
5,0,0.736
6,53,0.515
1,42,0.601
2,0,0.617
12,0,0.653
5,77,0.386
5,17,0.664
2,69,0.524
13,0,0.549
8,0,0.37
1,64,0.739
8,14,0.592
9,45,0.586
9,33,0.481
7,0,0.566
12,1,0.353
6,0,0.318
3,0,0.963
6,31,0.526
4,0,0.905
5,67,0.534
5,47,0.694
9,45,0.653
5,0,0.707
15,51,0.655
10,0,0.774
1,60,0.844
1,0,0.828
2,39,0.75
6,61,0.623
1,56,0.668
7,15,0.399
3,53,0.611
2,56,0.706
3,44,0.874
1,0,0.774
5,0,0.39
17,56,0.625
4,23,0.726
5,67,0.476
2,33,0.73
3,0,0.765
1,44,0.419
1,31,0.676
2,76,0.575
1,66,0.696
23,0,0.669
23,57,0.651
4,74,0.49
21,76,0.386
15,55,0.66
20,57,0.65
4,21,0.239
5,23,0.2
8,18,0.197
3,0,0.666
3,62,0.808
2,0,0.733
6,0,0.818
2,73,0.617
1,59,0.721
10,0,0.767
5,85,0.843
8,68,0.555
8,89,0.556
4,0,0.788
1,0,0.729
2,83,0.492
2,71,0.658
13,56,0.341
1,33,0.769
1,0,0.539
23,32,0.462
6,0,0.604
10,0,0.49
12,36,0.545
15,33,0.628
7,46,0.29
1,61,0.728
6,41,0.529
10,72,0.617
9,70,0.523
3,72,0.382
11,62,0.631
4,0,0.954
8,47,0.67
3,13,0.6
12,23,0.246
5,57,0.859
5,25,0.526
1,66,0.631
4,74,0.659
1,64,0.682
6,0,0.595
1,62,0.719
7,53,0.778
13,36,0.742
1,27,0.376
3,0,0.624
3,53,0.61
1,73,0.607
5,51,0.532
5,93,0.429
7,0,0.854
4,0,0.865
14,0,0.84
4,76,0.817
2,36,0.761
2,0,0.454
1,0,0.478
3,0,0.554
2,0,0.539
6,0,0.665
5,0,0.582
2,54,0.682
5,41,0.619
9,61,0.518
5,69,0.544
2,70,0.707
1,82,0.751
2,71,0.481
11,0,0.303
7,71,0.765
1,58,0.515
4,0,0.81
2,0,0.755
1,0,0.63
4,59,0.79
2,0,0.423
1,0,0.622
3,55,0.742
4,0,0.552
1,70,0.614
2,66,0.644
6,69,0.55
6,45,0.631
4,69,0.755
2,0,0.41
7,37,0.82
1,3,0.663
1,58,0.627
4,61,0.779
4,61,0.779
5,0,0.741
8,13,0.768
1,29,0.818
1,78,0.536
2,65,0.445
15,0,0.402
18,38,0.78
1,32,0.656
8,0,0.156
2,7,0.548
15,0,0.402
3,0,0.731
10,0,0.661
15,56,0.62
17,47,0.753
1,69,0.539
11,46,0.64
3,33,0.666
13,41,0.809
1,62,0.426
1,0,0.658
4,65,0.561
2,0,0.447
2,46,0.543
2,27,0.62
2,64,0.496
8,60,0.15
1,0,0.543
7,0,0.46
1,84,0.551
1,15,0.251
7,0,0.535
5,0,0.889
11,0,0.467
4,0,0.547
3,72,0.708
11,0,0.308
11,71,0.777
2,0,0.785
2,58,0.705
10,71,0.584
11,59,0.552
15,32,0.559
1,73,0.55
11,0,0.467
6,0,0.567
2,64,0.705
3,50,0.848
5,52,0.334
6,54,0.719
4,69,0.728
10,60,0.627
2,55,0.715
1,58,0.59
14,57,0.861
2,46,0.819
10,52,0.67
1,46,0.699
5,64,0.612
6,76,0.736
1,68,0.524
5,59,0.468
3,81,0.465
8,80,0.645
11,0,0.606
3,44,0.537
1,24,0.608
2,47,0.508
1,39,0.672
18,75,0.749
9,58,0.813
10,75,0.831
3,57,0.813
7,0,0.715
4,0,0.659
7,60,0.914
1,0,0.849
6,56,0.553
1,59,0.405
12,57,0.583
15,37,0.531
1,0,0.611
6,68,0.541
6,0,0.446
8,0,0.311
21,18,0.504
10,0,0.511
12,81,0.713
11,75,0.771
2,0,0.643
1,0,0.633
2,0,0.755
5,0,0.825
9,39,0.593
4,76,0.593
5,55,0.667
1,49,0.636
14,0,0.662
7,85,0.777
5,74,0.609
6,63,0.592
1,54,0.51
5,83,0.731
4,84,0.458
3,85,0.595
9,54,0.729
1,45,0.64
5,72,0.82
1,67,0.68
1,72,0.661
2,85,0.689
3,72,0.63
4,68,0.338
7,54,0.648
1,60,0.829
1,53,0.909
12,30,0.782
4,52,0.912
5,69,0.672
2,0,0.579
10,52,0.737
8,63,0.697
3,48,0.395
2,47,0.325
5,47,0.353
3,62,0.583
9,66,0.648
25,42,0.824
2,76,0.537
5,84,0.743
6,2,0.435
3,32,0.228
1,47,0.275
6,56,0.677
2,71,0.748
3,72,0.745
1,83,0.759
4,77,0.56
9,75,0.459
1,0,0.675
1,0,0.674
4,41,0.622
4,0,0.643
5,66,0.779
2,0,0.88
1,0,0.674
8,32,0.499
1,57,0.827
1,64,0.679
5,0,0.403
1,0,0.639
7,0,0.514
5,0,0.398
8,74,0.706
8,0,0.439
7,0,0.518
5,0,0.472
9,0,0.639
8,0,0.706
9,69,0.632
5,77,0.497
10,0,0.518
5,30,0.401
14,0,0.642
6,0,0.506
5,0,0.746
1,60,0.808
12,65,0.32
8,0,0.41
7,65,0.457
8,0,0.442
7,0,0.545
4,0,0.465
2,38,0.614
1,0,0.577
2,29,0.403
6,0,0.769
2,39,0.596
2,59,0.724
1,0,0.709
11,77,0.766
5,0,0.522
4,0,0.721
2,0,0.822
2,61,0.822
6,0,0.511
4,69,0.435
12,59,0.741
1,48,0.57
12,40,0.578
5,52,0.677
13,45,0.717
1,50,0.739
3,51,0.706
10,39,0.705
14,52,0.25
3,65,0.575
9,0,0.504
4,0,0.479
13,63,0.55
10,54,0.452
2,54,0.685
10,46,0.533
3,0,0.725
1,45,0.672
1,40,0.761
3,4,0.618
9,3,0.546
5,45,0.551
1,55,0.495
3,69,0.672
8,22,0.636
8,3,0.478
2,53,0.701
5,29,0.667
2,71,0.818
5,0,0.543
1,0,0.454
3,0,0.546
7,0,0.594
1,31,0.407
2,0,0.664
1,0,0.523
11,87,0.315
2,76,0.395
4,0,0.652
4,0,0.652
1,49,0.619
3,44,0.476
1,60,0.73
15,73,0.747
5,0,0.535
2,80,0.353
1,0,0.39
1,27,0.945
10,34,0.572
3,49,0.689
2,74,0.729
16,15,0.534
1,74,0.735
1,0,0.609
7,73,0.734
1,47,0.721
6,68,0.592
1,0,0.702
2,60,0.521
6,61,0.224
11,56,0.663
3,69,0.721
1,77,0.383
4,55,0.586
3,76,0.704
10,64,0.698
3,0,0.347
16,0,0.704
8,47,0.7
8,78,0.587
3,62,0.757
8,74,0.533
10,65,0.645
4,44,0.497
8,25,0.719
1,33,0.785
3,42,0.758
9,67,0.602
3,63,0.561
7,23,0.621
5,34,0.546
20,37,0.286
4,63,0.317
1,4,0.422
1,46,0.871
6,35,0.714
3,75,0.615
8,71,0.546
1,0,0.443
2,0,0.748
1,52,0.424
1,59,0.651
1,0,0.41
1,76,0.547
4,0,0.426
1,64,0.772
1,68,0.646
10,62,0.531
1,31,0.614
1,0,0.481
4,0,0.573
6,62,0.767
11,0,0.491
12,0,0.723
2,79,0.621
3,0,0.276
5,49,0.863
4,0,0.327
7,37,0.61
1,59,0.553
2,0,0.621
4,65,0.528
16,57,0.445
2,58,0.863
4,0,0.55
11,0,0.561
1,0,0.531
1,33,0.663
4,0,0.529
5,0,0.259
13,68,0.498
10,43,0.746
3,48,0.643
12,78,0.428
1,79,0.575
5,47,0.585
3,42,0.562
1,1,0.819
6,0,0.261
12,0,0.428
4,35,0.683
3,27,0.514
2,67,0.424
17,82,0.475
5,44,0.208
1,55,0.617
2,0,0.804
4,3,0.789
19,52,0.574
11,3,0.873
14,77,0.513
3,76,0.881
16,69,0.801
13,54,0.805
2,71,0.847
2,0,0.425
12,0,0.509
9,17,0.704
2,41,0.574
8,62,0.608
4,50,0.349
1,72,0.761
5,59,0.429
1,71,0.348
4,37,0.681
16,0,0.76
1,0,0.829
1,79,0.731
12,42,0.57
1,58,0.548
1,0,0.519
20,44,0.295
8,46,0.893
2,0,0.682
10,0,0.268
2,67,0.618
1,0,0.255
2,60,0.565
7,51,0.57
6,0,0.36
7,79,0.398
1,55,0.436
2,0,0.405
9,66,0.663
2,73,0.401
11,87,0.413
1,64,0.807
16,51,0.567
3,78,0.64
5,79,0.544
16,55,0.887
17,39,0.859
3,76,0.546
1,43,0.671
3,0,0.592
3,56,0.542
10,0,0.753
5,0,0.6
8,0,0.568
10,78,0.845
4,0,0.623
1,0,0.59
1,0,0.579
1,51,0.837
3,59,0.88
1,0,0.484
2,68,0.633
4,70,0.815
15,52,0.554
2,84,0.674
7,71,0.45
7,0,0.445
7,76,0.956
1,61,0.48
12,22,0.485
2,74,0.67
11,51,0.674
2,59,0.45
4,0,0.419
1,0,0.639
12,37,0.612
1,58,0.507
10,0,0.682
3,0,0.81
20,31,0.437
5,0,0.702
1,71,0.556
4,0,0.497
2,0,0.435
1,56,0.898
11,12,0.248
15,0,0.727
3,59,0.333
3,70,0.633
22,0,0.961
8,34,0.612
17,39,0.585
1,0,0.545
2,33,0.677
1,66,0.431
10,55,0.444
1,51,0.608
8,69,0.478
6,0,0.663
2,54,0.544
2,74,0.617
9,65,0.473
8,0,0.717
1,0,0.49
5,68,0.703
12,0,0.766
4,0,0.589
5,49,0.818
1,0,0.651
1,40,0.565
1,53,0.704
4,77,0.429
2,71,0.722
2,73,0.683
4,25,0.573
7,22,0.528
1,27,0.701
12,24,0.39
3,24,0.597
2,58,0.752
1,0,0.674
3,0,0.257
7,47,0.554
1,55,0.503
1,43,0.322
4,5,0.725
1,65,0.654
9,51,0.636
18,58,0.525
1,64,0.768
16,58,0.323
12,42,0.571
6,39,0.654
23,67,0.568
1,70,0.734
5,46,0.715
2,38,0.655
6,60,0.559
3,76,0.521
4,78,0.42
1,68,0.504
1,57,0.558
1,24,0.817
5,65,0.541
8,0,0.598
2,64,0.456
7,23,0.64
3,81,0.867
3,0,0.868
3,34,0.532
5,0,0.513
3,42,0.427
3,70,0.433
3,0,0.443
1,0,0.431
1,74,0.604
1,59,0.545
1,55,0.843
2,63,0.853
13,0,0.569
11,0,0.451
1,64,0.534
2,68,0.735
1,62,0.757
3,61,0.777
5,72,0.8
2,51,0.649
2,0,0.325
6,79,0.715
3,75,0.744
1,65,0.885
2,0,0.627
1,0,0.615
1,0,0.786
11,17,0.593
12,44,0.648
10,23,0.645
2,0,0.611
8,21,0.499
2,0,0.614
3,0,0.371
1,0,0.384
3,76,0.607
8,81,0.765
5,0,0.336
11,40,0.596
2,74,0.746
1,54,0.816
12,28,0.437
7,33,0.613
2,59,0.64
11,16,0.402
1,28,0.598
2,42,0.708
3,41,0.48
10,24,0.708
3,0,0.687
3,37,0.428
2,55,0.423
1,76,0.701
3,69,0.646
2,17,0.492
11,23,0.397
6,36,0.771
1,58,0.559
5,19,0.179
15,9,0.316
2,0,0.663
1,0,0.702
3,48,0.569
2,70,0.726
4,27,0.72
3,13,0.495
1,0,0.36
4,0,0.568
3,0,0.65
3,67,0.631
7,10,0.441
1,84,0.768
6,60,0.615
2,33,0.486
17,41,0.48
3,0,0.617
6,45,0.299
3,60,0.461
7,81,0.704
6,0,0.35
1,57,0.542
5,55,0.767
4,34,0.707
1,69,0.678
5,49,0.667
2,55,0.691
3,0,0.641
7,0,0.904
7,0,0.901
1,70,0.749
2,7,0.647
8,67,0.385
4,32,0.689
7,58,0.593
9,74,0.608
1,48,0.587
7,66,0.52
6,62,0.546
1,0,0.487
3,1,0.641
9,0,0.579
10,73,0.559
1,66,0.49
10,81,0.52
5,77,0.65
3,71,0.568
1,80,0.669
12,69,0.294
10,53,0.327
2,0,0.251
3,82,0.378
4,77,0.327
8,43,0.582
7,42,0.612
10,45,0.447
6,65,0.423
2,45,0.607
11,38,0.777
2,49,0.639
4,65,0.439
1,5,0.805
3,62,0.431
13,0,0.518
8,0,0.623
1,0,0.646
2,36,0.625
4,44,0.695
6,70,0.8
1,65,0.521
2,61,0.731
1,65,0.734
1,65,0.261
1,19,0.438
3,0,0.348
1,62,0.805
8,67,0.794
23,0,0.825
9,71,0.651
6,57,0.802
2,76,0.859
2,55,0.386
10,0,0.454
4,0,0.459
8,33,0.546
1,32,0.695
13,65,0.775
2,59,0.765
5,75,0.65
4,77,0.467
4,74,0.491
8,0,0.683
1,42,0.698
3,49,0.686
11,33,0.451
2,64,0.714
2,27,0.737
1,53,0.812
7,41,0.784
4,53,0.728
12,74,0.523
8,52,0.686
2,0,0.723
1,53,0.797
2,67,0.292
4,51,0.226
3,0,0.514
1,0,0.415
3,0,0.467
15,0,0.525
14,0,0.724
1,25,0.587
5,39,0.605
27,54,0.574
15,12,0.379
4,0,0.772
1,30,0.49
3,35,0.51
1,22,0.725
14,33,0.538
7,0,0.735
7,0,0.217
1,51,0.491
16,7,0.553
1,0,0.553
1,0,0.79
2,25,0.619
1,20,0.383
25,0,0.735
4,27,0.611
1,31,0.669
12,24,0.864
9,29,0.341
6,70,0.316
1,35,0.791
11,0,0.472
1,46,0.479
14,10,0.324
2,0,0.624
7,66,0.567
7,37,0.562
11,0,0.246
2,75,0.622
6,16,0.5
11,7,0.346
13,0,0.677
10,0,0.738
1,33,0.436
4,56,0.772
5,0,0.589
4,56,0.93
3,54,0.669
10,0,0.447
5,0,0.464
7,16,0.736
3,16,0.633
2,49,0.236
1,41,0.62
11,70,0.445
8,78,0.769
2,72,0.811
4,60,0.719
13,0,0.616
8,0,0.708
6,35,0.566
2,68,0.765
5,0,0.515
4,0,0.309
1,0,0.367
1,47,0.565
1,0,0.367
5,28,0.564
2,10,0.733
9,70,0.559
10,69,0.632
3,33,0.853
2,3,0.854
4,59,0.519
4,76,0.49
2,67,0.22
3,68,0.352
4,0,0.214
2,0,0.297
1,78,0.849
1,0,0.849
6,45,0.802
7,75,0.438
6,78,0.584
9,66,0.232
5,50,0.679
4,0,0.535
8,20,0.756
4,36,0.574
9,29,0.343
3,51,0.639
1,51,0.684
2,37,0.521
7,78,0.519
8,82,0.488
4,0,0.552
1,0,0.54
3,54,0.58
3,73,0.69
7,0,0.351
1,0,0.595
1,0,0.799
5,72,0.37
4,69,0.381
7,85,0.442
10,80,0.531
8,42,0.621
5,72,0.385
10,0,0.379
7,42,0.316
12,61,0.309
4,0,0.517
4,0,0.638
8,52,0.855
14,43,0.445
6,47,0.591
5,38,0.581
6,49,0.376
15,69,0.681
5,58,0.391
3,45,0.411
6,0,0.631
2,61,0.45
18,47,0.62
1,40,0.443
7,0,0.586
11,30,0.541
7,62,0.791
4,77,0.808
9,0,0.67
2,61,0.745
1,79,0.798
15,32,0.699
9,43,0.553
6,0,0.569
1,74,0.546
3,64,0.547
4,41,0.551
3,72,0.615
2,60,0.494
2,19,0.729
1,28,0.531
1,62,0.778
7,74,0.939
4,0,0.753
3,56,0.792
7,0,0.939
4,0,0.559
1,0,0.513
12,0,0.633
3,34,0.439
1,79,0.683
5,26,0.45
1,28,0.473
7,74,0.576
2,73,0.501
1,63,0.701
3,49,0.693
8,69,0.631
9,0,0.82
2,65,0.689
1,74,0.811
8,37,0.513
1,52,0.628
8,28,0.408
3,64,0.687
6,56,0.653
2,69,0.703
10,48,0.561
1,69,0.65
2,45,0.813
2,0,0.532
1,0,0.598
3,71,0.58
3,78,0.683
10,0,0.537
1,78,0.619
2,80,0.551
2,51,0.449
2,1,0.862
1,46,0.368
2,2,0.515
3,43,0.448
6,73,0.542
2,77,0.472
1,0,0.618
11,0,0.743
2,31,0.477
3,0,0.614
2,48,0.698
3,0,0.53
13,0,0.802
3,73,0.703
11,0,0.351
5,66,0.751
3,82,0.578
19,19,0.614
3,69,0.476
4,0,0.534
17,21,0.603
6,62,0.582
10,30,0.706
5,8,0.755
7,74,0.642
12,7,0.624
1,68,0.632
1,0,0.479
1,0,0.378
2,54,0.464
1,16,0.754
4,0,0.616
3,0,0.58
17,0,0.549
1,62,0.648
1,43,0.577
1,43,0.61
3,65,0.665
1,81,0.332
2,79,0.541
4,68,0.368
6,1,0.669
4,65,0.51
2,59,0.457
15,68,0.615
10,55,0.592
1,66,0.6
1,37,0.798
2,47,0.77
3,74,0.613
4,0,0.303
4,0,0.254
9,71,0.423
1,0,0.72
5,31,0.568
2,57,0.886
2,21,0.72
1,12,0.818
2,0,0.801
1,0,0.697
2,64,0.367
1,0,0.619
7,8,0.558
4,0,0.705
3,0,0.617
5,0,0.464
2,51,0.684
13,44,0.51
16,22,0.511
2,32,0.609
5,45,0.457
6,0,0.355
1,0,0.514
