Track Number,Popularity,Danceability
2,0,0.618
3,0,0.361
2,0,0.612
11,2,0.554
1,1,0.73
6,0,0.705
5,1,0.603
9,0,0.528
2,64,0.396
10,17,0.647
4,64,0.457
13,3,0.641
3,67,0.864
1,73,0.813
9,12,0.789
12,21,0.329
1,1,0.724
7,39,0.368
3,79,0.864
3,52,0.608
4,69,0.452
2,55,0.581
4,0,0.45
1,46,0.677
1,50,0.447
4,0,0.263
5,57,0.597
2,0,0.877
2,51,0.658
2,0,0.93
10,38,0.622
3,0,0.463
2,0,0.364
1,0,0.562
9,0,0.587
11,50,0.543
7,0,0.598
5,28,0.719
2,0,0.827
1,26,0.758
4,23,0.569
2,0,0.613
4,0,0.739
3,0,0.609
1,0,0.74
3,73,0.75
3,2,0.635
7,0,0.643
3,63,0.592
4,68,0.707
8,0,0.922
4,63,0.588
9,0,0.286
4,0,0.754
3,0,0.533
1,25,0.53
10,63,0.574
2,11,0.644
1,79,0.636
1,0,0.765
5,0,0.549
7,0,0.64
13,59,0.484
2,0,0.673
2,55,0.672
2,33,0.435
4,55,0.795
8,28,0.406
1,67,0.638
1,40,0.656
6,0,0.645
3,0,0.711
14,0,0.798
31,0,0.406
4,72,0.707
1,38,0.754
1,22,0.894
2,73,0.587
7,57,0.719
1,0,0.867
1,49,0.666
2,24,0.567
5,43,0.725
1,76,0.758
2,0,0.673
13,0,0.652
3,77,0.751
4,0,0.421
10,50,0.674
3,82,0.865
3,17,0.61
1,0,0.206
2,0,0.643
8,59,0.664
1,13,0.717
3,24,0.717
7,0,0.827
1,52,0.685
6,0,0.796
9,30,0.799
15,0,0.803
2,49,0.835
14,55,0.491
1,63,0.488
9,47,0.605
9,0,0.713
10,79,0.747
11,19,0.73
3,0,0.649
1,44,0.72
1,62,0.661
3,12,0.722
1,49,0.603
1,5,0.768
3,0,0.816
12,0,0.521
2,24,0.545
7,0,0.503
1,53,0.601
16,0,0.661
2,30,0.689
15,0,0.517
14,77,0.758
11,25,0.485
3,0,0.533
1,51,0.613
9,21,0.56
1,41,0.382
1,39,0.712
1,54,0.867
2,0,0.564
3,25,0.416
1,71,0.862
1,3,0.666
16,48,0.796
1,24,0.695
2,61,0.674
1,30,0.662
3,0,0.659
25,0,0.751
1,0,0.868
1,0,0.563
2,43,0.629
1,0,0.645
1,72,0.781
2,77,0.787
3,25,0.467
1,3,0.483
2,86,0.673
3,64,0.751
2,49,0.671
2,46,0.791
10,49,0.632
4,60,0.719
7,80,0.616
2,65,0.697
2,0,0.62
1,74,0.675
1,74,0.551
9,38,0.505
1,76,0.675
4,81,0.546
3,0,0.813
14,56,0.766
16,0,0.734
18,0,0.752
33,69,0.713
1,57,0.774
6,0,0.752
2,75,0.736
6,50,0.553
7,16,0.804
9,28,0.334
4,72,0.753
3,56,0.572
1,76,0.767
5,76,0.789
6,62,0.467
4,49,0.672
3,47,0.596
15,38,0.642
10,53,0.804
5,45,0.562
4,78,0.531
14,40,0.598
4,0,0.552
17,66,0.693
3,60,0.696
2,51,0.632
1,63,0.528
1,47,0.833
1,48,0.599
4,62,0.606
1,26,0.666
6,46,0.497
1,56,0.718
1,0,0.543
1,0,0.696
1,0,0.72
1,0,0.702
1,0,0.739
2,0,0.408
3,0,0.365
7,46,0.445
4,50,0.573
6,36,0.404
13,60,0.443
1,48,0.769
1,0,0.7
2,83,0.635
1,81,0.704
9,78,0.589
2,62,0.321
6,79,0.621
5,77,0.794
1,82,0.704
2,0,0.624
2,87,0.635
6,81,0.621
7,85,0.498
3,0,0.68
2,3,0.587
1,0,0.548
7,1,0.672
6,0,0.539
8,0,0.642
1,1,0.84
8,0,0.345
5,0,0.466
9,0,0.201
4,49,0.694
4,0,0.502
1,53,0.826
2,42,0.797
1,0,0.528
2,39,0.543
2,71,0.388
15,30,0.674
3,64,0.47
4,46,0.696
3,58,0.674
7,0,0.817
4,0,0.718
2,0,0.714
1,0,0.672
1,76,0.719
2,78,0.652
4,78,0.638
3,73,0.788
14,0,0.605
7,79,0.691
3,27,0.377
4,21,0.694
6,41,0.603
10,27,0.681
12,18,0.424
3,25,0.728
1,26,0.628
2,22,0.689
3,46,0.614
4,79,0.768
2,70,0.699
1,37,0.435
3,35,0.463
1,0,0.479
5,36,0.452
6,41,0.463
1,59,0.611
13,0,0.565
10,46,0.452
15,0,0.901
1,0,0.666
3,0,0.678
11,45,0.672
4,0,0.493
5,0,0.42
3,0,0.481
2,0,0.456
1,13,0.719
1,40,0.599
10,33,0.581
93,0,0.367
3,51,0.682
3,65,0.682
1,0,0.574
1,39,0.6
1,0,0.496
7,0,0.854
2,0,0.698
15,0,0.746
9,16,0.514
15,86,0.749
7,28,0.852
7,83,0.855
1,0,0.905
8,18,0.63
12,64,0.42
3,61,0.421
5,58,0.418
1,63,0.525
9,48,0.672
9,56,0.513
5,61,0.644
2,48,0.599
1,54,0.702
13,0,0.796
1,59,0.287
1,18,0.472
1,16,0.766
6,64,0.495
8,69,0.549
2,78,0.688
4,79,0.66
1,65,0.755
9,59,0.734
14,50,0.662
1,37,0.767
3,0,0.655
17,45,0.389
2,0,0.566
3,0,0.578
4,63,0.72
4,49,0.575
1,0,0.617
1,1,0.679
1,0,0.499
2,29,0.644
6,77,0.781
6,0,0.781
4,31,0.635
6,0,0.781
11,37,0.676
2,40,0.625
7,46,0.662
1,78,0.72
1,25,0.587
7,0,0.569
1,36,0.514
7,43,0.791
4,65,0.766
1,76,0.633
1,48,0.762
4,0,0.401
4,64,0.869
43,41,0.57
1,69,0.61
21,54,0.623
1,63,0.615
92,30,0.558
3,70,0.762
2,71,0.442
22,51,0.431
11,41,0.502
23,49,0.738
2,45,0.661
4,48,0.655
1,0,0.759
53,56,0.637
5,50,0.429
1,77,0.615
1,43,0.685
6,29,0.585
19,30,0.588
1,44,0.676
1,56,0.689
5,49,0.62
1,69,0.546
2,0,0.791
6,52,0.552
8,0,0.55
4,51,0.781
16,0,0.619
3,0,0.717
7,0,0.494
8,0,0.642
4,0,0.713
1,5,0.543
21,33,0.609
6,0,0.799
8,0,0.429
7,26,0.323
3,0,0.546
1,28,0.602
1,0,0.657
11,0,0.482
3,51,0.389
1,61,0.368
1,0,0.681
1,0,0.775
1,37,0.48
1,33,0.925
1,37,0.399
10,0,0.43
12,0,0.844
1,0,0.858
1,0,0.494
1,73,0.754
3,0,0.743
3,0,0.539
11,8,0.58
11,48,0.513
8,0,0.873
1,0,0.828
6,0,0.473
6,0,0.58
6,53,0.641
12,84,0.4
9,0,0.73
2,0,0.533
8,0,0.642
6,0,0.761
2,77,0.435
14,0,0.507
4,0,0.822
4,11,0.62
3,22,0.544
1,50,0.708
1,0,0.774
5,55,0.547
1,46,0.663
1,0,0.597
7,48,0.548
1,24,0.831
1,0,0.708
15,71,0.392
2,34,0.686
1,14,0.711
7,0,0.533
3,20,0.636
13,0,0.571
2,75,0.607
2,75,0.689
3,16,0.769
5,0,0.714
2,0,0.471
8,0,0.502
6,0,0.433
1,82,0.751
1,77,0.581
3,0,0.545
5,52,0.592
4,57,0.543
11,0,0.288
5,0,0.703
1,0,0.2
1,0,0.717
2,0,0.533
7,0,0.425
1,0,0.718
18,0,0.353
17,0,0.81
13,0,0.373
5,0,0.258
14,0,0.721
3,53,0.534
2,0,0.53
4,0,0.372
1,0,0.522
3,65,0.664
19,0,0.472
2,36,0.609
20,0,0.396
1,13,0.61
6,0,0.53
1,0,0.687
5,0,0.687
1,34,0.579
1,0,0.588
1,14,0.764
1,0,0.902
1,28,0.551
2,86,0.755
4,56,0.531
12,45,0.563
3,0,0.389
24,0,0.6
1,7,0.778
10,49,0.634
14,75,0.484
3,54,0.713
22,0,0.634
1,9,0.435
1,45,0.689
1,9,0.829
1,17,0.745
7,13,0.714
3,54,0.633
2,54,0.654
3,66,0.44
8,59,0.648
8,81,0.563
11,36,0.567
6,31,0.39
5,27,0.337
8,0,0.563
6,0,0.48
1,49,0.492
1,23,0.646
1,0,0.239
2,38,0.661
1,68,0.624
4,68,0.584
5,60,0.678
5,31,0.432
2,52,0.559
3,69,0.681
57,64,0.697
6,0,0.567
1,85,0.696
2,61,0.377
5,60,0.364
4,59,0.43
8,53,0.395
11,49,0.403
14,67,0.426
6,59,0.439
9,50,0.558
7,58,0.36
3,61,0.415
1,60,0.473
3,57,0.574
2,41,0.534
2,2,0.557
4,11,0.775
18,0,0.799
2,0,0.677
2,46,0.261
2,0,0.804
3,64,0.825
1,50,0.585
2,17,0.641
3,51,0.541
2,37,0.753
4,34,0.614
8,59,0.851
1,0,0.775
3,24,0.789
1,15,0.518
11,55,0.865
1,31,0.614
1,50,0.567
9,61,0.673
5,73,0.615
22,0,0.65
11,0,0.721
2,53,0.501
8,8,0.664
14,17,0.55
3,0,0.878
1,0,0.411
1,0,0.566
6,67,0.452
4,61,0.436
1,50,0.417
2,64,0.522
12,65,0.282
1,36,0.745
12,71,0.557
4,30,0.533
3,69,0.737
15,40,0.769
9,77,0.624
35,54,0.692
1,0,0.713
5,26,0.745
33,42,0.788
8,69,0.729
22,49,0.796
31,57,0.52
27,53,0.591
4,77,0.753
2,31,0.714
2,52,0.738
14,33,0.807
11,31,0.737
5,63,0.854
16,37,0.63
10,46,0.561
12,0,0.557
34,40,0.711
8,23,0.683
12,60,0.667
1,69,0.541
3,70,0.683
2,66,0.467
7,56,0.39
1,80,0.602
1,16,0.483
5,54,0.49
15,41,0.632
5,85,0.491
4,51,0.657
4,82,0.632
4,68,0.521
2,66,0.44
3,10,0.388
1,9,0.417
4,22,0.486
2,11,0.436
4,26,0.557
7,18,0.853
2,29,0.621
1,0,0.419
2,38,0.684
3,40,0.767
1,48,0.483
10,29,0.687
4,41,0.395
1,81,0.706
2,54,0.818
7,61,0.266
4,56,0.626
6,64,0.597
3,0,0.763
7,0,0.821
2,0,0.609
5,0,0.722
1,76,0.706
1,0,0.675
1,0,0.531
1,56,0.367
1,0,0.801
8,15,0.659
1,11,0.846
2,40,0.604
5,48,0.71
4,39,0.757
8,27,0.502
2,36,0.739
3,69,0.594
1,0,0.497
3,0,0.817
5,48,0.571
4,54,0.573
2,57,0.793
1,59,0.555
3,37,0.633
3,0,0.54
1,74,0.493
1,66,0.849
25,0,0.657
2,0,0.645
9,0,0.278
6,36,0.333
11,0,0.311
10,59,0.558
3,17,0.623
1,43,0.403
1,37,0.55
1,0,0.635
1,25,0.562
6,0,0.645
14,16,0.386
2,0,0.607
9,66,0.924
16,78,0.268
9,0,0.924
3,68,0.56
2,0,0.59
4,10,0.466
2,18,0.369
2,61,0.893
4,29,0.49
1,0,0.822
8,23,0.401
3,19,0.514
4,0,0.594
1,0,0.475
1,24,0.257
3,0,0.837
1,0,0.672
1,70,0.639
1,0,0.565
3,55,0.456
1,45,0.616
8,40,0.601
5,80,0.72
5,62,0.453
2,34,0.731
12,45,0.738
15,0,0.519
1,45,0.895
10,28,0.613
2,37,0.467
5,0,0.654
2,7,0.617
15,0,0.565
1,49,0.676
2,49,0.511
5,0,0.547
1,38,0.493
1,50,0.526
6,45,0.209
2,50,0.502
1,72,0.526
9,0,0.672
10,0,0.433
2,62,0.87
4,38,0.506
3,24,0.496
13,11,0.627
2,31,0.596
11,0,0.521
4,41,0.499
1,63,0.453
3,33,0.558
3,76,0.338
5,70,0.23
51,27,0.585
3,66,0.677
5,35,0.424
2,28,0.648
3,31,0.712
1,15,0.643
9,0,0.71
1,0,0.701
1,54,0.282
1,28,0.587
3,57,0.791
8,0,0.734
7,55,0.498
3,53,0.423
6,0,0.573
4,21,0.418
9,0,0.818
5,4,0.743
2,60,0.715
1,17,0.668
1,31,0.665
1,0,0.696
4,19,0.349
2,56,0.85
5,4,0.743
1,38,0.536
2,0,0.516
1,56,0.843
12,0,0.447
1,0,0.583
1,0,0.703
2,13,0.741
2,0,0.756
16,70,0.756
1,61,0.613
3,52,0.537
2,82,0.652
1,82,0.727
2,85,0.652
12,0,0.848
3,48,0.771
10,49,0.551
4,19,0.596
4,61,0.666
3,59,0.609
1,0,0.6
9,0,0.638
8,78,0.336
9,0,0.513
5,59,0.629
2,0,0.59
1,0,0.625
3,0,0.516
2,0,0.552
11,0,0.561
1,0,0.719
1,0,0.516
1,40,0.752
3,0,0.503
11,40,0.517
2,8,0.715
3,0,0.798
4,45,0.405
9,81,0.512
11,0,0.557
4,0,0.482
1,0,0.657
3,1,0.657
2,61,0.87
1,0,0.64
1,0,0.778
11,70,0.795
5,0,0.696
5,0,0.629
1,23,0.511
2,0,0.618
5,0,0.637
1,0,0.727
1,0,0.641
3,20,0.52
2,0,0.552
2,0,0.531
2,38,0.648
4,42,0.549
5,0,0.527
1,44,0.94
1,51,0.716
6,42,0.622
2,2,0.546
3,0,0.604
2,23,0.529
5,60,0.588
1,0,0.896
1,46,0.775
4,45,0.821
1,28,0.637
7,0,0.498
8,36,0.514
2,0,0.569
1,0,0.928
1,0,0.668
1,63,0.762
1,18,0.789
5,28,0.588
1,11,0.566
8,0,0.679
1,0,0.544
4,0,0.597
4,0,0.377
1,41,0.692
2,51,0.656
5,85,0.743
1,46,0.607
1,43,0.75
4,0,0.66
1,0,0.868
15,0,0.779
1,48,0.613
4,0,0.423
1,54,0.57
1,49,0.695
1,0,0.691
2,0,0.569
1,53,0.711
1,0,0.445
5,67,0.588
9,0,0.652
4,69,0.402
1,73,0.867
2,0,0.626
7,0,0.525
7,45,0.567
1,48,0.542
2,0,0.669
3,0,0.536
3,72,0.854
2,0,0.647
5,0,0.743
6,0,0.825
1,12,0.322
3,65,0.293
3,28,0.523
1,0,0.63
9,41,0.662
2,78,0.791
4,52,0.719
1,80,0.724
6,74,0.717
3,65,0.718
30,12,0.38
5,24,0.202
1,38,0.472
3,88,0.79
13,0,0.705
1,0,0.366
6,0,0.603
2,78,0.557
3,16,0.526
10,24,0.69
2,52,0.677
2,79,0.508
3,37,0.771
6,26,0.592
4,32,0.58
6,5,0.566
1,39,0.512
6,7,0.566
11,35,0.54
6,84,0.566
15,63,0.641
12,43,0.645
12,0,0.687
9,0,0.618
12,64,0.687
3,0,0.618
5,58,0.578
3,74,0.618
9,64,0.618
6,33,0.69
2,60,0.876
5,9,0.533
2,4,0.78
2,0,0.386
10,0,0.856
12,0,0.254
11,0,0.662
6,0,0.741
4,21,0.158
1,74,0.979
1,46,0.704
1,46,0.57
4,59,0.489
10,71,0.485
3,67,0.536
8,0,0.534
5,64,0.586
11,39,0.61
7,58,0.788
1,52,0.537
6,47,0.665
1,62,0.504
2,57,0.656
6,0,0.621
3,45,0.611
5,48,0.61
4,55,0.724
16,0,0.608
3,8,0.741
13,0,0.479
22,0,0.548
4,17,0.544
21,0,0.643
15,0,0.57
9,0,0.388
10,0,0.445
1,6,0.584
1,60,0.708
3,47,0.393
2,53,0.393
1,0,0.596
1,36,0.674
2,0,0.524
7,0,0.585
2,83,0.871
4,74,0.675
16,58,0.622
4,0,0.276
8,63,0.433
10,55,0.487
1,59,0.753
3,85,0.542
5,62,0.497
4,80,0.276
1,66,0.683
6,65,0.437
13,16,0.396
4,39,0.564
1,0,0.541
1,56,0.702
2,35,0.586
5,70,0.627
6,77,0.68
5,79,0.375
5,52,0.434
16,71,0.713
16,39,0.7
6,47,0.68
12,0,0.4
8,0,0.353
21,14,0.844
4,16,0.582
3,0,0.667
2,0,0.649
4,0,0.753
10,7,0.659
3,11,0.619
3,0,0.513
14,0,0.648
4,0,0.615
1,0,0.349
47,41,0.566
2,51,0.755
13,0,0.682
1,17,0.353
1,0,0.612
5,77,0.63
2,50,0.602
1,30,0.658
1,0,0.647
3,56,0.554
21,31,0.693
17,63,0.48
5,0,0.521
3,73,0.791
1,47,0.645
1,26,0.777
2,0,0.65
3,73,0.46
6,33,0.392
8,49,0.33
3,35,0.359
7,70,0.486
1,34,0.738
3,85,0.55
12,4,0.511
2,6,0.666
5,45,0.586
1,37,0.683
1,26,0.558
15,53,0.763
13,0,0.707
3,0,0.835
5,0,0.735
14,0,0.697
2,54,0.767
1,45,0.758
1,30,0.521
2,75,0.573
7,90,0.486
4,13,0.658
2,0,0.634
3,10,0.348
8,4,0.486
1,37,0.458
2,43,0.343
6,37,0.654
4,61,0.64
2,56,0.755
8,20,0.803
3,27,0.564
3,76,0.625
2,83,0.703
2,51,0.686
6,14,0.526
3,15,0.528
1,37,0.735
1,19,0.45
1,51,0.533
18,0,0.479
3,0,0.46
5,45,0.578
10,0,0.737
18,0,0.585
18,0,0.688
1,73,0.742
3,61,0.837
5,30,0.543
1,26,0.605
1,10,0.729
4,45,0.484
2,53,0.563
1,45,0.73
3,50,0.443
4,0,0.515
3,14,0.727
3,1,0.727
2,57,0.405
2,65,0.405
1,0,0.665
5,84,0.918
9,59,0.83
3,54,0.812
9,44,0.779
5,39,0.629
1,20,0.457
1,34,0.405
8,70,0.888
13,44,0.821
6,84,0.92
1,40,0.89
4,73,0.773
5,81,0.776
7,0,0.668
1,54,0.457
3,0,0.614
4,21,0.585
9,1,0.559
3,1,0.551
10,0,0.594
6,0,0.648
22,0,0.792
6,0,0.536
2,0,0.453
3,0,0.629
4,0,0.851
3,76,0.762
3,37,0.563
4,0,0.666
1,77,0.83
1,8,0.55
4,15,0.597
3,43,0.53
1,0,0.709
3,62,0.317
3,50,0.525
11,0,0.765
6,3,0.522
7,23,0.38
1,72,0.709
1,15,0.765
8,65,0.852
1,0,0.372
3,0,0.529
13,0,0.724
1,25,0.654
3,9,0.53
5,0,0.622
2,0,0.55
1,34,0.595
7,50,0.566
9,0,0.556
4,42,0.667
6,0,0.57
4,0,0.756
13,0,0.589
1,38,0.54
1,44,0.667
3,42,0.606
12,0,0.636
6,25,0.62
2,60,0.499
5,0,0.695
1,48,0.357
1,83,0.822
4,84,0.851
9,71,0.756
2,35,0.37
12,0,0.773
2,31,0.331
1,6,0.576
2,54,0.591
2,0,0.607
1,0,0.788
4,74,0.718
4,72,0.718
10,46,0.247
1,28,0.423
3,0,0.701
19,28,0.402
7,19,0.461
2,36,0.469
2,75,0.894
2,0,0.742
4,0,0.718
6,0,0.585
11,68,0.339
3,50,0.816
7,0,0.592
5,53,0.68
3,45,0.579
10,0,0.608
2,18,0.6
4,31,0.567
2,0,0.667
3,55,0.261
8,39,0.397
2,37,0.29
3,54,0.612
1,37,0.503
1,0,0.832
1,0,0.767
4,32,0.225
2,66,0.59
1,0,0.503
2,27,0.59
6,0,0.757
2,23,0.623
5,81,0.451
4,81,0.763
2,57,0.549
3,40,0.692
1,14,0.377
3,6,0.544
1,26,0.754
3,38,0.789
1,30,0.667
4,56,0.593
1,25,0.471
3,0,0.466
1,64,0.566
5,16,0.392
6,18,0.459
1,0,0.566
2,0,0.766
1,52,0.625
2,31,0.452
1,21,0.612
3,0,0.553
4,76,0.644
4,3,0.649
4,56,0.371
14,77,0.291
1,0,0.672
4,0,0.659
1,67,0.557
2,28,0.755
2,44,0.755
9,65,0.744
37,18,0.679
5,33,0.644
4,44,0.636
6,47,0.61
8,31,0.43
2,0,0.536
3,0,0.791
2,67,0.769
1,83,0.788
2,0,0.371
4,0,0.4
1,0,0.375
10,16,0.585
3,22,0.636
2,16,0.405
3,78,0.7
12,36,0.528
16,64,0.442
3,72,0.551
17,63,0.442
3,34,0.53
4,62,0.401
3,54,0.612
1,82,0.433
1,61,0.595
14,53,0.436
4,71,0.618
1,47,0.569
18,45,0.397
1,42,0.668
1,72,0.72
11,0,0.607
1,62,0.566
4,0,0.831
7,0,0.817
3,0,0.617
5,0,0.399
3,0,0.617
12,0,0.678
1,0,0.769
3,68,0.558
2,47,0.585
3,0,0.523
11,7,0.447
1,24,0.817
15,0,0.66
1,7,0.523
9,34,0.585
5,63,0.628
1,8,0.393
2,16,0.306
4,15,0.363
3,32,0.543
1,82,0.762
13,0,0.482
1,76,0.583
1,45,0.827
5,54,0.867
2,60,0.546
10,0,0.516
5,54,0.699
5,60,0.787
4,79,0.517
4,3,0.808
12,0,0.451
1,13,0.594
1,70,0.686
1,78,0.764
13,69,0.644
12,27,0.635
2,74,0.447
1,0,0.445
1,66,0.34
5,69,0.534
3,74,0.509
8,25,0.646
3,36,0.684
3,0,0.538
4,41,0.851
1,33,0.623
9,74,0.686
10,68,0.495
14,47,0.737
3,33,0.41
2,55,0.419
1,78,0.56
1,0,0.56
3,48,0.626
5,0,0.458
1,51,0.268
7,18,0.841
4,21,0.487
1,41,0.623
2,69,0.544
3,0,0.307
6,0,0.706
2,14,0.629
6,59,0.641
2,60,0.543
13,0,0.663
1,69,0.581
1,71,0.59
9,0,0.634
1,55,0.627
2,62,0.764
1,64,0.59
1,0,0.635
13,72,0.767
2,43,0.832
4,48,0.588
1,51,0.551
12,0,0.61
8,54,0.379
1,41,0.761
6,0,0.471
2,0,0.803
5,0,0.676
1,43,0.438
5,67,0.572
1,0,0.948
9,61,0.458
2,0,0.609
1,52,0.663
4,76,0.688
4,0,0.77
11,0,0.975
1,0,0.547
4,0,0.669
2,59,0.879
1,0,0.81
6,0,0.783
30,22,0.638
1,0,0.645
1,60,0.357
4,0,0.632
5,33,0.446
16,58,0.818
8,49,0.675
1,61,0.163
7,0,0.63
8,24,0.746
28,34,0.606
3,0,0.54
6,59,0.687
3,0,0.492
13,0,0.707
2,32,0.732
3,52,0.888
4,0,0.826
1,0,0.676
4,31,0.656
14,0,0.657
10,0,0.561
8,0,0.457
2,0,0.732
10,48,0.476
1,0,0.451
3,18,0.451
9,54,0.761
11,28,0.527
9,0,0.586
4,0,0.73
4,0,0.588
4,68,0.573
4,73,0.593
4,0,0.83
8,46,0.557
1,44,0.681
4,0,0.593
7,82,0.459
10,0,0.697
3,0,0.435
7,0,0.459
6,0,0.386
5,41,0.525
6,13,0.505
5,43,0.536
1,55,0.325
8,0,0.794
9,64,0.71
3,57,0.555
5,0,0.737
5,32,0.331
1,52,0.584
5,43,0.664
14,0,0.678
2,0,0.978
1,0,0.587
17,0,0.802
1,0,0.717
1,10,0.389
3,0,0.53
18,0,0.647
1,24,0.416
9,62,0.852
1,58,0.426
4,63,0.423
5,28,0.617
2,40,0.588
4,24,0.376
5,45,0.65
1,57,0.596
6,2,0.662
11,16,0.614
1,67,0.434
5,61,0.409
5,81,0.217
11,84,0.463
2,39,0.777
7,47,0.651
11,38,0.542
3,74,0.421
6,55,0.819
7,51,0.548
1,66,0.485
3,1,0.467
4,0,0.72
2,0,0.731
1,62,0.906
7,68,0.811
1,40,0.845
1,63,0.606
9,72,0.606
2,82,0.967
4,0,0.771
1,77,0.578
11,62,0.705
16,0,0.64
5,17,0.781
3,66,0.745
1,80,0.803
1,0,0.64
4,51,0.761
8,0,0.448
5,0,0.502
1,40,0.628
2,52,0.41
1,40,0.443
1,65,0.54
2,0,0.395
3,0,0.394
6,0,0.239
1,60,0.661
4,67,0.652
11,46,0.736
11,54,0.164
2,78,0.55
3,81,0.668
2,69,0.622
4,56,0.62
4,0,0.619
2,0,0.621
2,0,0.621
6,24,0.549
7,44,0.632
3,57,0.553
1,42,0.457
2,63,0.7
7,34,0.827
3,0,0.535
3,66,0.425
3,0,0.77
1,81,0.556
13,49,0.256
2,81,0.855
17,22,0.728
26,48,0.674
10,28,0.693
9,51,0.528
1,79,0.677
3,0,0.588
1,55,0.556
1,34,0.455
1,0,0.686
9,0,0.706
8,0,0.476
2,0,0.691
3,55,0.934
7,62,0.648
16,61,0.478
19,31,0.417
21,68,0.609
5,28,0.78
2,0,0.315
5,0,0.587
2,0,0.688
1,57,0.798
1,42,0.626
1,33,0.393
2,25,0.5
2,26,0.205
1,47,0.38
3,15,0.592
1,68,0.623
2,78,0.535
1,34,0.61
1,2,0.777
6,0,0.681
7,0,0.543
1,25,0.778
2,0,0.726
1,0,0.499
1,13,0.698
2,0,0.705
4,0,0.898
1,30,0.497
1,0,0.478
9,50,0.243
6,0,0.698
1,51,0.421
17,0,0.611
1,55,0.298
2,0,0.37
4,67,0.483
1,0,0.541
1,35,0.585
1,69,0.711
1,75,0.675
2,84,0.796
2,29,0.617
17,0,0.684
13,0,0.484
6,0,0.52
1,16,0.675
4,54,0.846
7,40,0.346
12,0,0.556
8,47,0.483
3,0,0.743
15,0,0.577
2,61,0.559
8,61,0.797
2,67,0.309
2,40,0.619
2,35,0.573
3,0,0.667
10,0,0.526
1,39,0.614
3,78,0.768
3,0,0.308
2,0,0.756
6,61,0.264
12,0,0.556
5,0,0.652
8,52,0.744
3,9,0.563
9,0,0.499
4,79,0.545
12,0,0.391
1,47,0.556
2,73,0.537
6,60,0.724
4,86,0.808
1,49,0.499
6,0,0.616
2,49,0.688
1,0,0.666
2,0,0.597
1,0,0.434
8,0,0.527
1,23,0.4
1,0,0.961
2,66,0.344
2,33,0.64
2,0,0.564
2,0,0.459
10,83,0.872
11,0,0.692
3,0,0.452
7,0,0.673
1,22,0.464
6,0,0.264
10,37,0.284
15,61,0.745
15,67,0.661
2,0,0.439
1,53,0.385
7,18,0.425
1,0,0.468
9,72,0.833
1,30,0.548
2,24,0.492
12,0,0.621
9,0,0.919
11,0,0.947
14,0,0.905
4,2,0.882
16,0,0.515
6,2,0.701
4,62,0.703
5,0,0.781
1,34,0.398
10,17,0.651
13,0,0.805
3,0,0.605
2,0,0.85
1,48,0.506
3,88,0.778
2,11,0.666
13,0,0.828
2,32,0.544
1,79,0.649
3,65,0.589
8,0,0.644
4,0,0.605
7,0,0.696
8,56,0.584
1,47,0.565
18,44,0.692
2,61,0.532
1,0,0.547
1,17,0.72
11,25,0.639
3,25,0.683
6,30,0.7
1,50,0.571
21,26,0.65
2,49,0.644
1,58,0.581
3,34,0.769
1,0,0.474
3,49,0.678
4,32,0.389
2,42,0.444
1,0,0.682
5,68,0.568
2,0,0.697
6,14,0.433
1,20,0.338
1,14,0.834
4,12,0.588
3,30,0.505
2,51,0.6
3,52,0.633
9,47,0.499
5,69,0.66
2,67,0.675
4,60,0.432
2,0,0.414
5,65,0.793
9,56,0.467
10,73,0.566
10,76,0.569
11,84,0.951
3,72,0.515
9,61,0.519
1,64,0.781
6,76,0.518
5,73,0.441
5,56,0.638
1,0,0.5
3,83,0.64
2,73,0.592
11,0,0.721
2,40,0.667
1,0,0.787
2,15,0.479
4,56,0.686
2,40,0.741
2,0,0.56
3,49,0.654
1,42,0.558
1,0,0.779
3,0,0.745
17,31,0.692
5,55,0.435
2,0,0.86
3,0,0.776
14,55,0.843
9,63,0.741
16,51,0.64
12,41,0.861
2,35,0.778
7,36,0.494
2,16,0.509
1,56,0.489
4,70,0.904
14,15,0.52
1,41,0.528
15,0,0.723
3,0,0.439
11,0,0.692
6,62,0.829
3,0,0.372
3,80,0.366
1,68,0.437
7,76,0.514
4,87,0.209
2,0,0.516
12,19,0.672
12,78,0.76
6,87,0.818
3,19,0.51
1,23,0.483
1,75,0.693
11,23,0.546
4,82,0.494
5,16,0.602
15,36,0.344
15,25,0.702
4,0,0.635
2,3,0.694
2,3,0.532
11,0,0.754
13,0,0.478
2,62,0.551
3,59,0.435
1,53,0.605
4,39,0.38
2,55,0.489
3,0,0.877
3,40,0.439
1,0,0.72
2,40,0.604
4,19,0.687
7,46,0.615
7,0,0.614
14,0,0.489
1,36,0.841
19,0,0.7
1,41,0.6
2,59,0.6
10,78,0.72
4,0,0.766
7,28,0.779
12,38,0.778
2,33,0.765
3,78,0.599
1,26,0.601
3,49,0.644
7,0,0.506
1,49,0.584
5,73,0.608
1,31,0.654
2,56,0.939
10,0,0.662
3,0,0.937
1,0,0.675
15,0,0.375
1,80,0.648
17,0,0.739
17,0,0.743
13,0,0.655
1,24,0.831
6,21,0.63
1,0,0.73
2,67,0.69
5,26,0.57
2,0,0.938
2,0,0.591
3,0,0.78
2,0,0.39
3,44,0.598
3,51,0.461
1,0,0.648
1,78,0.871
6,73,0.766
1,0,0.875
1,51,0.664
6,0,0.544
8,0,0.634
1,44,0.575
